destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
GS;1;H1;SSH;Nee;GS shift 1;HT;;HT
GS;N;N;SSH;Nee;GS shift N;HT;;HT
HBD;9;H9;SSH;Nee;HBD shift 9;ZWO;;ZWO
HBD;8;H8;SSH;Nee;HBD shift 8;ZWO;;ZWO
HBD;7;H7;SSH;Nee;HBD shift 7;ZWO;;ZWO
HBD;6;H6;SSH;Nee;HBD shift 6;ZWO;;ZWO
HBD;5;H5;SSH;Nee;HBD shift 5;ZWO;;ZWO
HBD;4;H4;SSH;Nee;HBD shift 4;WVN;;WVN
HBD;3;H3;SSH;Nee;HBD shift 3;WVN;;WVN
HBD;2;H2;SSH;Nee;HBD shift 2;WVN;;WVN
HBD;1;H1;SSH;Nee;HBD shift 1;WVN;;WVN
HBD;N;N;SSH;Nee;HBD shift N;WVN;;WVN
HGL;10;H10;SSH;Nee;HGL shift 10;ZWO;;ZWO
HGL;9;H9;SSH;Nee;HGL shift 9;ZWO;;ZWO
HGL;8;H8;SSH;Nee;HGL shift 8;ZWO;;ZWO
HGL;7;H7;SSH;Nee;HGL shift 7;ZWO;;ZWO
HGL;6;H6;SSH;Nee;HGL shift 6;ZWO;;ZWO
HGL;5;H5;SSH;Nee;HGL shift 5;ZWO;;ZWO
HGL;4;H4;SSH;Nee;HGL shift 4;AMF;;AMF
HGL;3;H3;SSH;Nee;HGL shift 3;AMF;;AMF
HGL;2;H2;SSH;Nee;HGL shift 2;AMF;;AMF
HGL;1;H1;SSH;Nee;HGL shift 1;AMF;;AMF
HGL;N;N;SSH;Nee;HGL shift N;AMF;;AMF
HT;9;H9;SSH;Nee;HT shift 9;ZBM;;ZBM
HT;8;H8;SSH;Nee;HT shift 8;ZBM;;ZBM
HT;7;H7;SSH;Nee;HT shift 7;ZBM;;ZBM
HT;6;H6;SSH;Nee;HT shift 6;ZBM;;ZBM
HT;5;H5;SSH;Nee;HT shift 5;ZBM;;ZBM
HT;4;H4;SSH;Nee;HT shift 4;HT;;HT
HT;3;H3;SSH;Nee;HT shift 3;HT;;HT
HT;2;H2;SSH;Nee;HT shift 2;HT;;HT
HT;1;H1;SSH;Nee;HT shift 1;HT;;HT
HT;N;N;SSH;Nee;HT shift N;HT;;HT
HW;10;H10;SSH;Nee;HW shift 10;XASD;;XASD
HW;9;H9;SSH;Nee;HW shift 9;XASD;;XASD
HW;8;H8;SSH;Nee;HW shift 8;XASD;;XASD
HW;7;H7;SSH;Nee;HW shift 7;XASD;;XASD
HW;6;H6;SSH;Nee;HW shift 6;XASD;;XASD
HW;5;H5;SSH;Nee;HW shift 5;XASD;;XASD
HW;4;H4;SSH;Nee;HW shift 4;XASD;;XASD
HW;3;H3;SSH;Nee;HW shift 3;XASD;;XASD
HW;2;H2;SSH;Nee;HW shift 2;XASD;;XASD
HW;1;H1;SSH;Nee;HW shift 1;XASD;;XASD
HW;N;N;SSH;Nee;HW shift N;XASD;;XASD
KHM;10;H10;SSH;Nee;KHM shift 10;ZWO;;ZWO
KHM;9;H9;SSH;Nee;KHM shift 9;ZWO;;ZWO
KHM;8;H8;SSH;Nee;KHM shift 8;ZWO;;ZWO
KHM;7;H7;SSH;Nee;KHM shift 7;ZWO;;ZWO
KHM;6;H6;SSH;Nee;KHM shift 6;ZWO;;ZWO
KHM;5;H5;SSH;Nee;KHM shift 5;ZWO;;ZWO
KHM;4;H4;SSH;Nee;KHM shift 4;AMF;;AMF
KHM;3;H3;SSH;Nee;KHM shift 3;AMF;;AMF
KHM;2;H2;SSH;Nee;KHM shift 2;AMF;;AMF
KHM;1;H1;SSH;Nee;KHM shift 1;AMF;;AMF
KHM;N;N;SSH;Nee;KHM shift N;AMF;;AMF
LW;9;H9;SSH;Nee;LW shift 9;ZWO;;ZWO
LW;8;H8;SSH;Nee;LW shift 8;ZWO;;ZWO
LW;7;H7;SSH;Nee;LW shift 7;ZWO;;ZWO
LW;6;H6;SSH;Nee;LW shift 6;ZWO;;ZWO
LW;5;H5;SSH;Nee;LW shift 5;ZWO;;ZWO
LW;4;H4;SSH;Nee;LW shift 4;AMF;;AMF
LW;3;H3;SSH;Nee;LW shift 3;AMF;;AMF
LW;2;H2;SSH;Nee;LW shift 2;AMF;;AMF
LW;1;H1;SSH;Nee;LW shift 1;AMF;;AMF
LW;N;N;SSH;Nee;LW shift N;AMF;;AMF
MECH;4;H4;SSH;Nee;MECH shift 4;ZBM;;ZBM
MECH;3;H3;SSH;Nee;MECH shift 3;ZBM;;ZBM
MECH;2;H2;SSH;Nee;MECH shift 2;ZBM;;ZBM
MECH;1;H1;SSH;Nee;MECH shift 1;ZBM;;ZBM
NAM;3;H3;SSH;Nee;NAM shift 3;ZBM;;ZBM
NAM;2;H2;SSH;Nee;NAM shift 2;ZBM;;ZBM
NAM;1;H1;SSH;Nee;NAM shift 1;ZBM;;ZBM
NIWG;9;H9;SSH;Nee;NIWG shift 9;ZWO;;ZWO
NIWG;8;H8;SSH;Nee;NIWG shift 8;ZWO;;ZWO
NIWG;7;H7;SSH;Nee;NIWG shift 7;ZWO;;ZWO
NIWG;6;H6;SSH;Nee;NIWG shift 6;ZWO;;ZWO
NIWG;5;H5;SSH;Nee;NIWG shift 5;ZWO;;ZWO
NIWG;4;H4;SSH;Nee;NIWG shift 4;WVN;;WVN
NIWG;3;H3;SSH;Nee;NIWG shift 3;WVN;;WVN
NIWG;2;H2;SSH;Nee;NIWG shift 2;WVN;;WVN
NIWG;1;H1;SSH;Nee;NIWG shift 1;WVN;;WVN
NIWG;N;N;SSH;Nee;NIWG shift N;WVN;;WVN
OEV;5;H5;SSH;Nee;OEV shift 5;ZBM;;ZBM
OEV;4;H4;SSH;Nee;OEV shift 4;ZBM;;ZBM
OEV;3;H3;SSH;Nee;OEV shift 3;ZBM;;ZBM
OEV;2;H2;SSH;Nee;OEV shift 2;ZBM;;ZBM
OEV;1;H1;SSH;Nee;OEV shift 1;ZBM;;ZBM
OPM;9;H9;SSH;Nee;OPM shift 9;XASD;;XASD
OPM;8;H8;SSH;Nee;OPM shift 8;XASD;;XASD
OPM;7;H7;SSH;Nee;OPM shift 7;XASD;;XASD
OPM;6;H6;SSH;Nee;OPM shift 6;XASD;;XASD
OPM;5;H5;SSH;Nee;OPM shift 5;XASD;;XASD
OPM;4;H4;SSH;Nee;OPM shift 4;XASD;;XASD
OPM;3;H3;SSH;Nee;OPM shift 3;XASD;;XASD
OPM;2;H2;SSH;Nee;OPM shift 2;XASD;;XASD
OPM;1;H1;SSH;Nee;OPM shift 1;XASD;;XASD
OPM;N;N;SSH;Nee;OPM shift N;XASD;;XASD
RD;9;H9;SSH;Nee;RD shift 9;ZWO;;ZWO
RD;8;H8;SSH;Nee;RD shift 8;ZWO;;ZWO
RD;7;H7;SSH;Nee;RD shift 7;ZWO;;ZWO
RD;6;H6;SSH;Nee;RD shift 6;ZWO;;ZWO
RD;5;H5;SSH;Nee;RD shift 5;ZWO;;ZWO
RD;4;H4;SSH;Nee;RD shift 4;WVN;;WVN
RD;3;H3;SSH;Nee;RD shift 3;WVN;;WVN
RD;2;H2;SSH;Nee;RD shift 2;WVN;;WVN
RD;1;H1;SSH;Nee;RD shift 1;WVN;;WVN
RD;N;N;SSH;Nee;RD shift N;WVN;;WVN
SNI;5;H5;SSH;Nee;SNI shift 5;ZBM;;ZBM
SNI;4;H4;SSH;Nee;SNI shift 4;ZBM;;ZBM
SNI;3;H3;SSH;Nee;SNI shift 3;ZBM;;ZBM
SNI;2;H2;SSH;Nee;SNI shift 2;ZBM;;ZBM
SNI;1;H1;SSH;Nee;SNI shift 1;ZBM;;ZBM
SON;8;H8;SSH;Nee;SON shift 8;ZBM;;ZBM
SON;7;H7;SSH;Nee;SON shift 7;ZBM;;ZBM
SON;6;H6;SSH;Nee;SON shift 6;ZBM;;ZBM
SON;5;H5;SSH;Nee;SON shift 5;ZBM;;ZBM
SON;4;H4;SSH;Nee;SON shift 4;HT;;HT
SON;3;H3;SSH;Nee;SON shift 3;HT;;HT
SON;2;H2;SSH;Nee;SON shift 2;HT;;HT
SON;1;H1;SSH;Nee;SON shift 1;HT;;HT
SON;N;N;SSH;Nee;SON shift N;HT;;HT
STT;6;H6;SSH;Nee;STT shift 6;ZBM;;ZBM
STT;5;H5;SSH;Nee;STT shift 5;ZBM;;ZBM
STT;4;H4;SSH;Nee;STT shift 4;ZBM;;ZBM
STT;3;H3;SSH;Nee;STT shift 3;ZBM;;ZBM
STT;2;H2;SSH;Nee;STT shift 2;ZBM;;ZBM
STT;1;H1;SSH;Nee;STT shift 1;ZBM;;ZBM
TB;8;H8;SSH;Nee;TB shift 8;ZWO;;ZWO
TB;7;H7;SSH;Nee;TB shift 7;ZWO;;ZWO
TB;6;H6;SSH;Nee;TB shift 6;ZWO;;ZWO
TB;5;H5;SSH;Nee;TB shift 5;ZWO;;ZWO
TB;4;H4;SSH;Nee;TB shift 4;ZWO;;ZWO
TB;3;H3;SSH;Nee;TB shift 3;ZWO;;ZWO
TB;2;H2;SSH;Nee;TB shift 2;ZWO;;ZWO
TB;1;H1;SSH;Nee;TB shift 1;ZWO;;ZWO
TB;N;N;SSH;Nee;TB shift N;ZWO;;ZWO
UT;9;H9;SSH;Nee;UT shift 9;ZWO;;ZWO
UT;8;H8;SSH;Nee;UT shift 8;ZWO;;ZWO
UT;7;H7;SSH;Nee;UT shift 7;ZWO;;ZWO
UT;6;H6;SSH;Nee;UT shift 6;ZWO;;ZWO
UT;5;H5;SSH;Nee;UT shift 5;ZWO;;ZWO
UT;4;H4;SSH;Nee;UT shift 4;WVN;;WVN
UT;3;H3;SSH;Nee;UT shift 3;WVN;;WVN
UT;2;H2;SSH;Nee;UT shift 2;WVN;;WVN
UT;1;H1;SSH;Nee;UT shift 1;WVN;;WVN
UT;N;N;SSH;Nee;UT shift N;WVN;;WVN
VIL;8;H8;SSH;Nee;VIL shift 8;ZBM;;ZBM
VIL;7;H7;SSH;Nee;VIL shift 7;ZBM;;ZBM
VIL;6;H6;SSH;Nee;VIL shift 6;ZBM;;ZBM
VIL;5;H5;SSH;Nee;VIL shift 5;ZBM;;ZBM
VIL;4;H4;SSH;Nee;VIL shift 4;ZBM;;ZBM
VIL;3;H3;SSH;Nee;VIL shift 3;ZBM;;ZBM
VIL;2;H2;SSH;Nee;VIL shift 2;ZBM;;ZBM
VIL;1;H1;SSH;Nee;VIL shift 1;ZBM;;ZBM
VL;9;H9;SSH;Nee;VL shift 9;ZBM;;ZBM
VL;8;H8;SSH;Nee;VL shift 8;ZBM;;ZBM
VL;7;H7;SSH;Nee;VL shift 7;ZBM;;ZBM
VL;6;H6;SSH;Nee;VL shift 6;ZBM;;ZBM
VL;5;H5;SSH;Nee;VL shift 5;ZBM;;ZBM
VL;4;H4;SSH;Nee;VL shift 4;HT;;HT
VL;3;H3;SSH;Nee;VL shift 3;HT;;HT
VL;2;H2;SSH;Nee;VL shift 2;HT;;HT
VL;1;H1;SSH;Nee;VL shift 1;HT;;HT
VL;N;N;SSH;Nee;VL shift N;HT;;HT
WB;6;H6;SSH;Nee;WB shift 6;ZBM;;ZBM
WB;5;H5;SSH;Nee;WB shift 5;ZBM;;ZBM
WB;4;H4;SSH;Nee;WB shift 4;ZBM;;ZBM
WB;3;H3;SSH;Nee;WB shift 3;ZBM;;ZBM
WB;2;H2;SSH;Nee;WB shift 2;ZBM;;ZBM
WB;1;H1;SSH;Nee;WB shift 1;ZBM;;ZBM
WB;N;N;SSH;Nee;WB shift N;ZBM;;ZBM
WML;7;H7;SSH;Nee;WML shift 7;ZBM;;ZBM
WML;6;H6;SSH;Nee;WML shift 6;ZBM;;ZBM
WML;5;H5;SSH;Nee;WML shift 5;ZBM;;ZBM
WML;4;H4;SSH;Nee;WML shift 4;ZBM;;ZBM
WML;3;H3;SSH;Nee;WML shift 3;ZBM;;ZBM
WML;2;H2;SSH;Nee;WML shift 2;ZBM;;ZBM
WML;1;H1;SSH;Nee;WML shift 1;ZBM;;ZBM
WVN;9;H9;SSH;Nee;WVN shift 9;ZWO;;ZWO
WVN;8;H8;SSH;Nee;WVN shift 8;ZWO;;ZWO
WVN;7;H7;SSH;Nee;WVN shift 7;ZWO;;ZWO
WVN;6;H6;SSH;Nee;WVN shift 6;ZWO;;ZWO
WVN;5;H5;SSH;Nee;WVN shift 5;ZWO;;ZWO
WVN;4;H4;SSH;Nee;WVN shift 4;WVN;;WVN
WVN;3;H3;SSH;Nee;WVN shift 3;WVN;;WVN
WVN;2;H2;SSH;Nee;WVN shift 2;WVN;;WVN
WVN;1;H1;SSH;Nee;WVN shift 1;WVN;;WVN
WVN;N;N;SSH;Nee;WVN shift N;WVN;;WVN
WZN;8;H8;SSH;Nee;WZN shift 8;XASD;;XASD
WZN;7;H7;SSH;Nee;WZN shift 7;XASD;;XASD
WZN;6;H6;SSH;Nee;WZN shift 6;XASD;;XASD
WZN;5;H5;SSH;Nee;WZN shift 5;XASD;;XASD
WZN;4;H4;SSH;Nee;WZN shift 4;XASD;;XASD
WZN;3;H3;SSH;Nee;WZN shift 3;XASD;;XASD
WZN;2;H2;SSH;Nee;WZN shift 2;XASD;;XASD
WZN;1;H1;SSH;Nee;WZN shift 1;XASD;;XASD
WZN;N;N;SSH;Nee;WZN shift N;XASD;;XASD
ZL;10;H10;SSH;Nee;ZL shift 10;ZWO;;ZWO
ZL;9;H9;SSH;Nee;ZL shift 9;ZWO;;ZWO
ZL;8;H8;SSH;Nee;ZL shift 8;ZWO;;ZWO
ZL;7;H7;SSH;Nee;ZL shift 7;ZWO;;ZWO
ZL;6;H6;SSH;Nee;ZL shift 6;ZWO;;ZWO
ZL;5;H5;SSH;Nee;ZL shift 5;ZWO;;ZWO
ZL;4;H4;SSH;Nee;ZL shift 4;AMF;;AMF
ZL;3;H3;SSH;Nee;ZL shift 3;AMF;;AMF
ZL;2;H2;SSH;Nee;ZL shift 2;AMF;;AMF
ZL;1;H1;SSH;Nee;ZL shift 1;AMF;;AMF
ZL;N;N;SSH;Nee;ZL shift N;AMF;;AMF
HGV;10;H10;SSH;Nee;HGV shift 10;ZWO;;ZWO
HGV;9;H9;SSH;Nee;HGV shift 9;ZWO;;ZWO
HGV;8;H8;SSH;Nee;HGV shift 8;ZWO;;ZWO
HGV;7;H7;SSH;Nee;HGV shift 7;ZWO;;ZWO
HGV;6;H6;SSH;Nee;HGV shift 6;ZWO;;ZWO
HGV;5;H5;SSH;Nee;HGV shift 5;ZWO;;ZWO
HGV;4;H4;SSH;Nee;HGV shift 4;AMF;;AMF
HGV;3;H3;SSH;Nee;HGV shift 3;AMF;;AMF
HGV;2;H2;SSH;Nee;HGV shift 2;AMF;;AMF
HGV;1;H1;SSH;Nee;HGV shift 1;AMF;;AMF
HGV;N;N;SSH;Nee;HGV shift N;AMF;;AMF
AL;4;H4;STT;Nee;AL shift 4;nvt;;nvt
AL;3;H3;STT;Nee;AL shift 3;nvt;;nvt
AL;2;H2;STT;Nee;AL shift 2;nvt;;nvt
AL;1;H1;STT;Nee;AL shift 1;nvt;;nvt
AL;N;N;STT;Nee;AL shift N;nvt;;nvt
ALR;9;H9;STT;Nee;ALR shift 9;nvt;;nvt
ALR;8;H8;STT;Nee;ALR shift 8;nvt;;nvt
ALR;7;H7;STT;Nee;ALR shift 7;nvt;;nvt
ALR;6;H6;STT;Nee;ALR shift 6;nvt;;nvt
ALR;5;H5;STT;Nee;ALR shift 5;nvt;;nvt
ALR;4;H4;STT;Nee;ALR shift 4;nvt;;nvt
ALR;3;H3;STT;Nee;ALR shift 3;nvt;;nvt
ALR;2;H2;STT;Nee;ALR shift 2;nvt;;nvt
ALR;1;H1;STT;Nee;ALR shift 1;nvt;;nvt
ALR;N;N;STT;Nee;ALR shift N;nvt;;nvt
AMF;9;H9;STT;Nee;AMF shift 9;nvt;;nvt
AMF;8;H8;STT;Nee;AMF shift 8;nvt;;nvt
AMF;7;H7;STT;Nee;AMF shift 7;nvt;;nvt
AMF;6;H6;STT;Nee;AMF shift 6;nvt;;nvt
AMF;5;H5;STT;Nee;AMF shift 5;nvt;;nvt
AMF;4;H4;STT;Nee;AMF shift 4;nvt;;nvt
AMF;3;H3;STT;Nee;AMF shift 3;nvt;;nvt
AMF;2;H2;STT;Nee;AMF shift 2;nvt;;nvt
AMF;1;H1;STT;Nee;AMF shift 1;nvt;;nvt
AMF;N;N;STT;Nee;AMF shift N;nvt;;nvt
AP;9;H9;STT;Nee;AP shift 9;nvt;;nvt
AP;8;H8;STT;Nee;AP shift 8;nvt;;nvt
AP;7;H7;STT;Nee;AP shift 7;nvt;;nvt
AP;6;H6;STT;Nee;AP shift 6;nvt;;nvt
AP;5;H5;STT;Nee;AP shift 5;nvt;;nvt
AP;4;H4;STT;Nee;AP shift 4;nvt;;nvt
AP;3;H3;STT;Nee;AP shift 3;nvt;;nvt
AP;2;H2;STT;Nee;AP shift 2;nvt;;nvt
AP;1;H1;STT;Nee;AP shift 1;nvt;;nvt
AP;N;N;STT;Nee;AP shift N;nvt;;nvt
ARD;6;H6;STT;Nee;ARD shift 6;nvt;;nvt
ARD;5;H5;STT;Nee;ARD shift 5;nvt;;nvt
ARD;4;H4;STT;Nee;ARD shift 4;nvt;;nvt
ARD;3;H3;STT;Nee;ARD shift 3;nvt;;nvt
ARD;2;H2;STT;Nee;ARD shift 2;nvt;;nvt
ARD;1;H1;STT;Nee;ARD shift 1;nvt;;nvt
ASD;9;H9;STT;Nee;ASD shift 9;nvt;;nvt
ASD;8;H8;STT;Nee;ASD shift 8;nvt;;nvt
ASD;7;H7;STT;Nee;ASD shift 7;nvt;;nvt
ASD;6;H6;STT;Nee;ASD shift 6;nvt;;nvt
ASD;5;H5;STT;Nee;ASD shift 5;nvt;;nvt
ASD;4;H4;STT;Nee;ASD shift 4;nvt;;nvt
ASD;3;H3;STT;Nee;ASD shift 3;nvt;;nvt
ASD;2;H2;STT;Nee;ASD shift 2;nvt;;nvt
ASD;1;H1;STT;Nee;ASD shift 1;nvt;;nvt
ASD;N;N;STT;Nee;ASD shift N;nvt;;nvt
ASN;4;H4;STT;Nee;ASN shift 4;nvt;;nvt
ASN;3;H3;STT;Nee;ASN shift 3;nvt;;nvt
ASN;2;H2;STT;Nee;ASN shift 2;nvt;;nvt
ASN;1;H1;STT;Nee;ASN shift 1;nvt;;nvt
ASN;N;N;STT;Nee;ASN shift N;nvt;;nvt
BD;8;H8;STT;Nee;BD shift 8;nvt;;nvt
BD;7;H7;STT;Nee;BD shift 7;nvt;;nvt
BD;6;H6;STT;Nee;BD shift 6;nvt;;nvt
BD;5;H5;STT;Nee;BD shift 5;nvt;;nvt
BD;4;H4;STT;Nee;BD shift 4;nvt;;nvt
BD;3;H3;STT;Nee;BD shift 3;nvt;;nvt
BD;2;H2;STT;Nee;BD shift 2;nvt;;nvt
BD;1;H1;STT;Nee;BD shift 1;nvt;;nvt
BD;N;N;STT;Nee;BD shift N;nvt;;nvt
BORN;9;H9;STT;Nee;BORN shift 9;nvt;;nvt
BORN;8;H8;STT;Nee;BORN shift 8;nvt;;nvt
BORN;7;H7;STT;Nee;BORN shift 7;nvt;;nvt
BORN;6;H6;STT;Nee;BORN shift 6;nvt;;nvt
BORN;5;H5;STT;Nee;BORN shift 5;nvt;;nvt
BORN;4;H4;STT;Nee;BORN shift 4;nvt;;nvt
BORN;3;H3;STT;Nee;BORN shift 3;nvt;;nvt
BORN;2;H2;STT;Nee;BORN shift 2;nvt;;nvt
BORN;1;H1;STT;Nee;BORN shift 1;nvt;;nvt
BORN;N;N;STT;Nee;BORN shift N;nvt;;nvt
DDT;7;H7;STT;Nee;DDT shift 7;nvt;;nvt
DDT;6;H6;STT;Nee;DDT shift 6;nvt;;nvt
DDT;5;H5;STT;Nee;DDT shift 5;nvt;;nvt
DDT;4;H4;STT;Nee;DDT shift 4;nvt;;nvt
DDT;3;H3;STT;Nee;DDT shift 3;nvt;;nvt
DDT;2;H2;STT;Nee;DDT shift 2;nvt;;nvt
DDT;1;H1;STT;Nee;DDT shift 1;nvt;;nvt
DDT;N;N;STT;Nee;DDT shift N;nvt;;nvt
DTD;5;H5;STT;Nee;DTD shift 5;nvt;;nvt
DTD;4;H4;STT;Nee;DTD shift 4;nvt;;nvt
DTD;3;H3;STT;Nee;DTD shift 3;nvt;;nvt
DTD;2;H2;STT;Nee;DTD shift 2;nvt;;nvt
DTD;1;H1;STT;Nee;DTD shift 1;nvt;;nvt
ELT;10;H10;STT;Nee;ELT shift 10;nvt;;nvt
ELT;9;H9;STT;Nee;ELT shift 9;nvt;;nvt
ELT;8;H8;STT;Nee;ELT shift 8;nvt;;nvt
ELT;7;H7;STT;Nee;ELT shift 7;nvt;;nvt
ELT;6;H6;STT;Nee;ELT shift 6;nvt;;nvt
ELT;5;H5;STT;Nee;ELT shift 5;nvt;;nvt
ELT;4;H4;STT;Nee;ELT shift 4;nvt;;nvt
ELT;3;H3;STT;Nee;ELT shift 3;nvt;;nvt
ELT;2;H2;STT;Nee;ELT shift 2;nvt;;nvt
ELT;1;H1;STT;Nee;ELT shift 1;nvt;;nvt
ELT;N;N;STT;Nee;ELT shift N;nvt;;nvt
GS;9;H9;STT;Nee;GS shift 9;nvt;;nvt
GS;8;H8;STT;Nee;GS shift 8;nvt;;nvt
GS;7;H7;STT;Nee;GS shift 7;nvt;;nvt
GS;6;H6;STT;Nee;GS shift 6;nvt;;nvt
GS;5;H5;STT;Nee;GS shift 5;nvt;;nvt
GS;4;H4;STT;Nee;GS shift 4;nvt;;nvt
GS;3;H3;STT;Nee;GS shift 3;nvt;;nvt
GS;2;H2;STT;Nee;GS shift 2;nvt;;nvt
GS;1;H1;STT;Nee;GS shift 1;nvt;;nvt
GS;N;N;STT;Nee;GS shift N;nvt;;nvt
HBD;9;H9;STT;Nee;HBD shift 9;nvt;;nvt
HBD;8;H8;STT;Nee;HBD shift 8;nvt;;nvt
HBD;7;H7;STT;Nee;HBD shift 7;nvt;;nvt
HBD;6;H6;STT;Nee;HBD shift 6;nvt;;nvt
HBD;5;H5;STT;Nee;HBD shift 5;nvt;;nvt
HBD;4;H4;STT;Nee;HBD shift 4;nvt;;nvt
HBD;3;H3;STT;Nee;HBD shift 3;nvt;;nvt
HBD;2;H2;STT;Nee;HBD shift 2;nvt;;nvt
HBD;1;H1;STT;Nee;HBD shift 1;nvt;;nvt
HBD;N;N;STT;Nee;HBD shift N;nvt;;nvt
HGL;10;H10;STT;Nee;HGL shift 10;nvt;;nvt
HGL;9;H9;STT;Nee;HGL shift 9;nvt;;nvt
HGL;8;H8;STT;Nee;HGL shift 8;nvt;;nvt
HGL;7;H7;STT;Nee;HGL shift 7;nvt;;nvt
HGL;6;H6;STT;Nee;HGL shift 6;nvt;;nvt
HGL;5;H5;STT;Nee;HGL shift 5;nvt;;nvt
HGL;4;H4;STT;Nee;HGL shift 4;nvt;;nvt
HGL;3;H3;STT;Nee;HGL shift 3;nvt;;nvt
HGL;2;H2;STT;Nee;HGL shift 2;nvt;;nvt
HGL;1;H1;STT;Nee;HGL shift 1;nvt;;nvt
HGL;N;N;STT;Nee;HGL shift N;nvt;;nvt
HT;9;H9;STT;Nee;HT shift 9;nvt;;nvt
HT;8;H8;STT;Nee;HT shift 8;nvt;;nvt
HT;7;H7;STT;Nee;HT shift 7;nvt;;nvt
HT;6;H6;STT;Nee;HT shift 6;nvt;;nvt
HT;5;H5;STT;Nee;HT shift 5;nvt;;nvt
HT;4;H4;STT;Nee;HT shift 4;nvt;;nvt
HT;3;H3;STT;Nee;HT shift 3;nvt;;nvt
HT;2;H2;STT;Nee;HT shift 2;nvt;;nvt
HT;1;H1;STT;Nee;HT shift 1;nvt;;nvt
HT;N;N;STT;Nee;HT shift N;nvt;;nvt
HW;10;H10;STT;Nee;HW shift 10;nvt;;nvt
HW;9;H9;STT;Nee;HW shift 9;nvt;;nvt
HW;8;H8;STT;Nee;HW shift 8;nvt;;nvt
HW;7;H7;STT;Nee;HW shift 7;nvt;;nvt
HW;6;H6;STT;Nee;HW shift 6;nvt;;nvt
HW;5;H5;STT;Nee;HW shift 5;nvt;;nvt
HW;4;H4;STT;Nee;HW shift 4;nvt;;nvt
HW;3;H3;STT;Nee;HW shift 3;nvt;;nvt
HW;2;H2;STT;Nee;HW shift 2;nvt;;nvt
HW;1;H1;STT;Nee;HW shift 1;nvt;;nvt
HW;N;N;STT;Nee;HW shift N;nvt;;nvt
KHM;10;H10;STT;Nee;KHM shift 10;nvt;;nvt
KHM;9;H9;STT;Nee;KHM shift 9;nvt;;nvt
KHM;8;H8;STT;Nee;KHM shift 8;nvt;;nvt
KHM;7;H7;STT;Nee;KHM shift 7;nvt;;nvt
KHM;6;H6;STT;Nee;KHM shift 6;nvt;;nvt
KHM;5;H5;STT;Nee;KHM shift 5;nvt;;nvt
KHM;4;H4;STT;Nee;KHM shift 4;nvt;;nvt
KHM;3;H3;STT;Nee;KHM shift 3;nvt;;nvt
KHM;2;H2;STT;Nee;KHM shift 2;nvt;;nvt
KHM;1;H1;STT;Nee;KHM shift 1;nvt;;nvt
KHM;N;N;STT;Nee;KHM shift N;nvt;;nvt
LW;9;H9;STT;Nee;LW shift 9;nvt;;nvt
LW;8;H8;STT;Nee;LW shift 8;nvt;;nvt
LW;7;H7;STT;Nee;LW shift 7;nvt;;nvt
LW;6;H6;STT;Nee;LW shift 6;nvt;;nvt
LW;5;H5;STT;Nee;LW shift 5;nvt;;nvt
LW;4;H4;STT;Nee;LW shift 4;nvt;;nvt
LW;3;H3;STT;Nee;LW shift 3;nvt;;nvt
LW;2;H2;STT;Nee;LW shift 2;nvt;;nvt
LW;1;H1;STT;Nee;LW shift 1;nvt;;nvt
LW;N;N;STT;Nee;LW shift N;nvt;;nvt
MECH;4;H4;STT;Nee;MECH shift 4;nvt;;nvt
MECH;3;H3;STT;Nee;MECH shift 3;nvt;;nvt
MECH;2;H2;STT;Nee;MECH shift 2;nvt;;nvt
MECH;1;H1;STT;Nee;MECH shift 1;nvt;;nvt
NAM;3;H3;STT;Nee;NAM shift 3;nvt;;nvt
NAM;2;H2;STT;Nee;NAM shift 2;nvt;;nvt
NAM;1;H1;STT;Nee;NAM shift 1;nvt;;nvt
NIWG;9;H9;STT;Nee;NIWG shift 9;nvt;;nvt
NIWG;8;H8;STT;Nee;NIWG shift 8;nvt;;nvt
NIWG;7;H7;STT;Nee;NIWG shift 7;nvt;;nvt
NIWG;6;H6;STT;Nee;NIWG shift 6;nvt;;nvt
NIWG;5;H5;STT;Nee;NIWG shift 5;nvt;;nvt
NIWG;4;H4;STT;Nee;NIWG shift 4;nvt;;nvt
NIWG;3;H3;STT;Nee;NIWG shift 3;nvt;;nvt
NIWG;2;H2;STT;Nee;NIWG shift 2;nvt;;nvt
NIWG;1;H1;STT;Nee;NIWG shift 1;nvt;;nvt
NIWG;N;N;STT;Nee;NIWG shift N;nvt;;nvt
OEV;5;H5;STT;Nee;OEV shift 5;nvt;;nvt
OEV;4;H4;STT;Nee;OEV shift 4;nvt;;nvt
OEV;3;H3;STT;Nee;OEV shift 3;nvt;;nvt
OEV;2;H2;STT;Nee;OEV shift 2;nvt;;nvt
OEV;1;H1;STT;Nee;OEV shift 1;nvt;;nvt
OPM;9;H9;STT;Nee;OPM shift 9;nvt;;nvt
OPM;8;H8;STT;Nee;OPM shift 8;nvt;;nvt
OPM;7;H7;STT;Nee;OPM shift 7;nvt;;nvt
OPM;6;H6;STT;Nee;OPM shift 6;nvt;;nvt
OPM;5;H5;STT;Nee;OPM shift 5;nvt;;nvt
OPM;4;H4;STT;Nee;OPM shift 4;nvt;;nvt
OPM;3;H3;STT;Nee;OPM shift 3;nvt;;nvt
