destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
GS;9;H9;ALR;Ja;GS shift 9;ZBM;;ZBM
GS;8;H8;ALR;Ja;GS shift 8;ZBM;;ZBM
GS;7;H7;ALR;Ja;GS shift 7;ZBM;;ZBM
GS;6;H6;ALR;Ja;GS shift 6;ZBM;;ZBM
GS;5;H5;ALR;Ja;GS shift 5;ZBM;;ZBM
GS;4;H4;ALR;Ja;GS shift 4;ZBM;;ZBM
GS;3;H3;ALR;Ja;GS shift 3;ZBM;;ZBM
GS;2;H2;ALR;Ja;GS shift 2;ZBM;;ZBM
GS;1;H1;ALR;Ja;GS shift 1;ZBM;;ZBM
GS;N;N;ALR;Ja;GS shift N;ZBM;;ZBM
HBD;9;H9;ALR;Ja;HBD shift 9;ZWO;;ZWO
HBD;8;H8;ALR;Ja;HBD shift 8;ZWO;;ZWO
HBD;7;H7;ALR;Ja;HBD shift 7;ZWO;;ZWO
HBD;6;H6;ALR;Ja;HBD shift 6;ZWO;;ZWO
HBD;5;H5;ALR;Ja;HBD shift 5;ZWO;;ZWO
HBD;4;H4;ALR;Ja;HBD shift 4;ZWO;;ZWO
HBD;3;H3;ALR;Ja;HBD shift 3;ZWO;;ZWO
HBD;2;H2;ALR;Ja;HBD shift 2;ZWO;;ZWO
HBD;1;H1;ALR;Ja;HBD shift 1;ZWO;;ZWO
HBD;N;N;ALR;Ja;HBD shift N;ZWO;;ZWO
HGL;10;H10;ALR;Ja;HGL shift 10;ZWO;;ZWO
HGL;9;H9;ALR;Ja;HGL shift 9;ZWO;;ZWO
HGL;8;H8;ALR;Ja;HGL shift 8;ZWO;;ZWO
HGL;7;H7;ALR;Ja;HGL shift 7;ZWO;;ZWO
HGL;6;H6;ALR;Ja;HGL shift 6;ZWO;;ZWO
HGL;5;H5;ALR;Ja;HGL shift 5;ZWO;;ZWO
HGL;4;H4;ALR;Ja;HGL shift 4;ZWO;;ZWO
HGL;3;H3;ALR;Ja;HGL shift 3;ZWO;;ZWO
HGL;2;H2;ALR;Ja;HGL shift 2;ZWO;;ZWO
HGL;1;H1;ALR;Ja;HGL shift 1;ZWO;;ZWO
HGL;N;N;ALR;Ja;HGL shift N;ZWO;;ZWO
HT;9;H9;ALR;Ja;HT shift 9;ZBM;;ZBM
HT;8;H8;ALR;Ja;HT shift 8;ZBM;;ZBM
HT;7;H7;ALR;Ja;HT shift 7;ZBM;;ZBM
HT;6;H6;ALR;Ja;HT shift 6;ZBM;;ZBM
HT;5;H5;ALR;Ja;HT shift 5;ZBM;;ZBM
HT;4;H4;ALR;Ja;HT shift 4;ZBM;;ZBM
HT;3;H3;ALR;Ja;HT shift 3;ZBM;;ZBM
HT;2;H2;ALR;Ja;HT shift 2;ZBM;;ZBM
HT;1;H1;ALR;Ja;HT shift 1;ZBM;;ZBM
HT;N;N;ALR;Ja;HT shift N;ZBM;;ZBM
HW;10;H10;ALR;Ja;HW shift 10;XASD;;XASD
HW;9;H9;ALR;Ja;HW shift 9;XASD;;XASD
HW;8;H8;ALR;Ja;HW shift 8;XASD;;XASD
HW;7;H7;ALR;Ja;HW shift 7;XASD;;XASD
HW;6;H6;ALR;Ja;HW shift 6;XASD;;XASD
HW;5;H5;ALR;Ja;HW shift 5;XASD;;XASD
HW;4;H4;ALR;Ja;HW shift 4;XASD;;XASD
HW;3;H3;ALR;Ja;HW shift 3;XASD;;XASD
HW;2;H2;ALR;Ja;HW shift 2;XASD;;XASD
HW;1;H1;ALR;Ja;HW shift 1;XASD;;XASD
HW;N;N;ALR;Ja;HW shift N;XASD;;XASD
KHM;10;H10;ALR;Ja;KHM shift 10;ZWO;;ZWO
KHM;9;H9;ALR;Ja;KHM shift 9;ZWO;;ZWO
KHM;8;H8;ALR;Ja;KHM shift 8;ZWO;;ZWO
KHM;7;H7;ALR;Ja;KHM shift 7;ZWO;;ZWO
KHM;6;H6;ALR;Ja;KHM shift 6;ZWO;;ZWO
KHM;5;H5;ALR;Ja;KHM shift 5;ZWO;;ZWO
KHM;4;H4;ALR;Ja;KHM shift 4;ZWO;;ZWO
KHM;3;H3;ALR;Ja;KHM shift 3;ZWO;;ZWO
KHM;2;H2;ALR;Ja;KHM shift 2;ZWO;;ZWO
KHM;1;H1;ALR;Ja;KHM shift 1;ZWO;;ZWO
KHM;N;N;ALR;Ja;KHM shift N;ZWO;;ZWO
LW;9;H9;ALR;Ja;LW shift 9;ZWO;;ZWO
LW;8;H8;ALR;Ja;LW shift 8;ZWO;;ZWO
LW;7;H7;ALR;Ja;LW shift 7;ZWO;;ZWO
LW;6;H6;ALR;Ja;LW shift 6;ZWO;;ZWO
LW;5;H5;ALR;Ja;LW shift 5;ZWO;;ZWO
LW;4;H4;ALR;Ja;LW shift 4;ZWO;;ZWO
LW;3;H3;ALR;Ja;LW shift 3;ZWO;;ZWO
LW;2;H2;ALR;Ja;LW shift 2;ZWO;;ZWO
LW;1;H1;ALR;Ja;LW shift 1;ZWO;;ZWO
LW;N;N;ALR;Ja;LW shift N;ZWO;;ZWO
MECH;4;H4;ALR;Ja;MECH shift 4;ZBM;;ZBM
MECH;3;H3;ALR;Ja;MECH shift 3;ZBM;;ZBM
MECH;2;H2;ALR;Ja;MECH shift 2;ZBM;;ZBM
MECH;1;H1;ALR;Ja;MECH shift 1;ZBM;;ZBM
NAM;3;H3;ALR;Ja;NAM shift 3;ZBM;;ZBM
NAM;2;H2;ALR;Ja;NAM shift 2;ZBM;;ZBM
NAM;1;H1;ALR;Ja;NAM shift 1;ZBM;;ZBM
NIWG;9;H9;ALR;Ja;NIWG shift 9;ZWO;;ZWO
NIWG;8;H8;ALR;Ja;NIWG shift 8;ZWO;;ZWO
NIWG;7;H7;ALR;Ja;NIWG shift 7;ZWO;;ZWO
NIWG;6;H6;ALR;Ja;NIWG shift 6;ZWO;;ZWO
NIWG;5;H5;ALR;Ja;NIWG shift 5;ZWO;;ZWO
NIWG;4;H4;ALR;Ja;NIWG shift 4;ZWO;;ZWO
NIWG;3;H3;ALR;Ja;NIWG shift 3;ZWO;;ZWO
NIWG;2;H2;ALR;Ja;NIWG shift 2;ZWO;;ZWO
NIWG;1;H1;ALR;Ja;NIWG shift 1;ZWO;;ZWO
NIWG;N;N;ALR;Ja;NIWG shift N;ZWO;;ZWO
OEV;5;H5;ALR;Ja;OEV shift 5;ZBM;;ZBM
OEV;4;H4;ALR;Ja;OEV shift 4;ZBM;;ZBM
OEV;3;H3;ALR;Ja;OEV shift 3;ZBM;;ZBM
OEV;2;H2;ALR;Ja;OEV shift 2;ZBM;;ZBM
OEV;1;H1;ALR;Ja;OEV shift 1;ZBM;;ZBM
OPM;9;H9;ALR;Ja;OPM shift 9;XASD;;XASD
OPM;8;H8;ALR;Ja;OPM shift 8;XASD;;XASD
OPM;7;H7;ALR;Ja;OPM shift 7;XASD;;XASD
OPM;6;H6;ALR;Ja;OPM shift 6;XASD;;XASD
OPM;5;H5;ALR;Ja;OPM shift 5;XASD;;XASD
OPM;4;H4;ALR;Ja;OPM shift 4;XASD;;XASD
OPM;3;H3;ALR;Ja;OPM shift 3;XASD;;XASD
OPM;2;H2;ALR;Ja;OPM shift 2;XASD;;XASD
OPM;1;H1;ALR;Ja;OPM shift 1;XASD;;XASD
OPM;N;N;ALR;Ja;OPM shift N;XASD;;XASD
RD;9;H9;ALR;Ja;RD shift 9;ZWO;;ZWO
RD;8;H8;ALR;Ja;RD shift 8;ZWO;;ZWO
RD;7;H7;ALR;Ja;RD shift 7;ZWO;;ZWO
RD;6;H6;ALR;Ja;RD shift 6;ZWO;;ZWO
RD;5;H5;ALR;Ja;RD shift 5;ZWO;;ZWO
RD;4;H4;ALR;Ja;RD shift 4;ZWO;;ZWO
RD;3;H3;ALR;Ja;RD shift 3;ZWO;;ZWO
RD;2;H2;ALR;Ja;RD shift 2;ZWO;;ZWO
RD;1;H1;ALR;Ja;RD shift 1;ZWO;;ZWO
RD;N;N;ALR;Ja;RD shift N;ZWO;;ZWO
SNI;5;H5;ALR;Ja;SNI shift 5;ZBM;;ZBM
SNI;4;H4;ALR;Ja;SNI shift 4;ZBM;;ZBM
SNI;3;H3;ALR;Ja;SNI shift 3;ZBM;;ZBM
SNI;2;H2;ALR;Ja;SNI shift 2;ZBM;;ZBM
SNI;1;H1;ALR;Ja;SNI shift 1;ZBM;;ZBM
SON;8;H8;ALR;Ja;SON shift 8;ZBM;;ZBM
SON;7;H7;ALR;Ja;SON shift 7;ZBM;;ZBM
SON;6;H6;ALR;Ja;SON shift 6;ZBM;;ZBM
SON;5;H5;ALR;Ja;SON shift 5;ZBM;;ZBM
SON;4;H4;ALR;Ja;SON shift 4;ZBM;;ZBM
SON;3;H3;ALR;Ja;SON shift 3;ZBM;;ZBM
SON;2;H2;ALR;Ja;SON shift 2;ZBM;;ZBM
SON;1;H1;ALR;Ja;SON shift 1;ZBM;;ZBM
SON;N;N;ALR;Ja;SON shift N;ZBM;;ZBM
SSH;10;H10;ALR;Ja;SSH shift 10;XASD;;XASD
SSH;9;H9;ALR;Ja;SSH shift 9;XASD;;XASD
SSH;8;H8;ALR;Ja;SSH shift 8;XASD;;XASD
SSH;7;H7;ALR;Ja;SSH shift 7;XASD;;XASD
SSH;6;H6;ALR;Ja;SSH shift 6;XASD;;XASD
SSH;5;H5;ALR;Ja;SSH shift 5;XASD;;XASD
SSH;4;H4;ALR;Ja;SSH shift 4;XASD;;XASD
SSH;3;H3;ALR;Ja;SSH shift 3;XASD;;XASD
SSH;2;H2;ALR;Ja;SSH shift 2;XASD;;XASD
SSH;1;H1;ALR;Ja;SSH shift 1;XASD;;XASD
SSH;N;N;ALR;Ja;SSH shift N;XASD;;XASD
STT;6;H6;ALR;Ja;STT shift 6;ZBM;;ZBM
STT;5;H5;ALR;Ja;STT shift 5;ZBM;;ZBM
STT;4;H4;ALR;Ja;STT shift 4;ZBM;;ZBM
STT;3;H3;ALR;Ja;STT shift 3;ZBM;;ZBM
STT;2;H2;ALR;Ja;STT shift 2;ZBM;;ZBM
STT;1;H1;ALR;Ja;STT shift 1;ZBM;;ZBM
TB;8;H8;ALR;Ja;TB shift 8;ZWO;;ZWO
TB;7;H7;ALR;Ja;TB shift 7;ZWO;;ZWO
TB;6;H6;ALR;Ja;TB shift 6;ZWO;;ZWO
TB;5;H5;ALR;Ja;TB shift 5;ZWO;;ZWO
TB;4;H4;ALR;Ja;TB shift 4;ZWO;;ZWO
TB;3;H3;ALR;Ja;TB shift 3;ZWO;;ZWO
TB;2;H2;ALR;Ja;TB shift 2;ZWO;;ZWO
TB;1;H1;ALR;Ja;TB shift 1;ZWO;;ZWO
TB;N;N;ALR;Ja;TB shift N;ZWO;;ZWO
UT;9;H9;ALR;Ja;UT shift 9;ZWO;;ZWO
UT;8;H8;ALR;Ja;UT shift 8;ZWO;;ZWO
UT;7;H7;ALR;Ja;UT shift 7;ZWO;;ZWO
UT;6;H6;ALR;Ja;UT shift 6;ZWO;;ZWO
UT;5;H5;ALR;Ja;UT shift 5;ZWO;;ZWO
UT;4;H4;ALR;Ja;UT shift 4;ZWO;;ZWO
UT;3;H3;ALR;Ja;UT shift 3;ZWO;;ZWO
UT;2;H2;ALR;Ja;UT shift 2;ZWO;;ZWO
UT;1;H1;ALR;Ja;UT shift 1;ZWO;;ZWO
UT;N;N;ALR;Ja;UT shift N;ZWO;;ZWO
VIL;8;H8;ALR;Ja;VIL shift 8;ZBM;;ZBM
VIL;7;H7;ALR;Ja;VIL shift 7;ZBM;;ZBM
VIL;6;H6;ALR;Ja;VIL shift 6;ZBM;;ZBM
VIL;5;H5;ALR;Ja;VIL shift 5;ZBM;;ZBM
VIL;4;H4;ALR;Ja;VIL shift 4;ZBM;;ZBM
VIL;3;H3;ALR;Ja;VIL shift 3;ZBM;;ZBM
VIL;2;H2;ALR;Ja;VIL shift 2;ZBM;;ZBM
VIL;1;H1;ALR;Ja;VIL shift 1;ZBM;;ZBM
VL;9;H9;ALR;Ja;VL shift 9;ZBM;;ZBM
VL;8;H8;ALR;Ja;VL shift 8;ZBM;;ZBM
VL;7;H7;ALR;Ja;VL shift 7;ZBM;;ZBM
VL;6;H6;ALR;Ja;VL shift 6;ZBM;;ZBM
VL;5;H5;ALR;Ja;VL shift 5;ZBM;;ZBM
VL;4;H4;ALR;Ja;VL shift 4;ZBM;;ZBM
VL;3;H3;ALR;Ja;VL shift 3;ZBM;;ZBM
VL;2;H2;ALR;Ja;VL shift 2;ZBM;;ZBM
VL;1;H1;ALR;Ja;VL shift 1;ZBM;;ZBM
VL;N;N;ALR;Ja;VL shift N;ZBM;;ZBM
WB;6;H6;ALR;Ja;WB shift 6;ZBM;;ZBM
WB;5;H5;ALR;Ja;WB shift 5;ZBM;;ZBM
WB;4;H4;ALR;Ja;WB shift 4;ZBM;;ZBM
WB;3;H3;ALR;Ja;WB shift 3;ZBM;;ZBM
WB;2;H2;ALR;Ja;WB shift 2;ZBM;;ZBM
WB;1;H1;ALR;Ja;WB shift 1;ZBM;;ZBM
WB;N;N;ALR;Ja;WB shift N;ZBM;;ZBM
WML;7;H7;ALR;Ja;WML shift 7;ZBM;;ZBM
WML;6;H6;ALR;Ja;WML shift 6;ZBM;;ZBM
WML;5;H5;ALR;Ja;WML shift 5;ZBM;;ZBM
WML;4;H4;ALR;Ja;WML shift 4;ZBM;;ZBM
WML;3;H3;ALR;Ja;WML shift 3;ZBM;;ZBM
WML;2;H2;ALR;Ja;WML shift 2;ZBM;;ZBM
WML;1;H1;ALR;Ja;WML shift 1;ZBM;;ZBM
WVN;9;H9;ALR;Ja;WVN shift 9;ZWO;;ZWO
WVN;8;H8;ALR;Ja;WVN shift 8;ZWO;;ZWO
WVN;7;H7;ALR;Ja;WVN shift 7;ZWO;;ZWO
WVN;6;H6;ALR;Ja;WVN shift 6;ZWO;;ZWO
WVN;5;H5;ALR;Ja;WVN shift 5;ZWO;;ZWO
WVN;4;H4;ALR;Ja;WVN shift 4;ZWO;;ZWO
WVN;3;H3;ALR;Ja;WVN shift 3;ZWO;;ZWO
WVN;2;H2;ALR;Ja;WVN shift 2;ZWO;;ZWO
WVN;1;H1;ALR;Ja;WVN shift 1;ZWO;;ZWO
WVN;N;N;ALR;Ja;WVN shift N;ZWO;;ZWO
WZN;8;H8;ALR;Ja;WZN shift 8;XASD;;XASD
WZN;7;H7;ALR;Ja;WZN shift 7;XASD;;XASD
WZN;6;H6;ALR;Ja;WZN shift 6;XASD;;XASD
WZN;5;H5;ALR;Ja;WZN shift 5;XASD;;XASD
WZN;4;H4;ALR;Ja;WZN shift 4;XASD;;XASD
WZN;3;H3;ALR;Ja;WZN shift 3;XASD;;XASD
WZN;2;H2;ALR;Ja;WZN shift 2;XASD;;XASD
WZN;1;H1;ALR;Ja;WZN shift 1;XASD;;XASD
WZN;N;N;ALR;Ja;WZN shift N;XASD;;XASD
ZL;10;H10;ALR;Ja;ZL shift 10;ZWO;;ZWO
ZL;9;H9;ALR;Ja;ZL shift 9;ZWO;;ZWO
ZL;8;H8;ALR;Ja;ZL shift 8;ZWO;;ZWO
ZL;7;H7;ALR;Ja;ZL shift 7;ZWO;;ZWO
ZL;6;H6;ALR;Ja;ZL shift 6;ZWO;;ZWO
ZL;5;H5;ALR;Ja;ZL shift 5;ZWO;;ZWO
ZL;4;H4;ALR;Ja;ZL shift 4;ZWO;;ZWO
ZL;3;H3;ALR;Ja;ZL shift 3;ZWO;;ZWO
ZL;2;H2;ALR;Ja;ZL shift 2;ZWO;;ZWO
ZL;1;H1;ALR;Ja;ZL shift 1;ZWO;;ZWO
ZL;N;N;ALR;Ja;ZL shift N;ZWO;;ZWO
HGV;10;H10;ALR;Ja;HGV shift 10;ZWO;;ZWO
HGV;9;H9;ALR;Ja;HGV shift 9;ZWO;;ZWO
HGV;8;H8;ALR;Ja;HGV shift 8;ZWO;;ZWO
HGV;7;H7;ALR;Ja;HGV shift 7;ZWO;;ZWO
HGV;6;H6;ALR;Ja;HGV shift 6;ZWO;;ZWO
HGV;5;H5;ALR;Ja;HGV shift 5;ZWO;;ZWO
HGV;4;H4;ALR;Ja;HGV shift 4;ZWO;;ZWO
HGV;3;H3;ALR;Ja;HGV shift 3;ZWO;;ZWO
HGV;2;H2;ALR;Ja;HGV shift 2;ZWO;;ZWO
HGV;1;H1;ALR;Ja;HGV shift 1;ZWO;;ZWO
HGV;N;N;ALR;Ja;HGV shift N;ZWO;;ZWO
AL;4;H4;AMF;Nee;AL shift 4;NIWG;;NIWG
AL;3;H3;AMF;Nee;AL shift 3;NIWG;;NIWG
AL;2;H2;AMF;Nee;AL shift 2;NIWG;;NIWG
AL;1;H1;AMF;Nee;AL shift 1;NIWG;;NIWG
AL;N;N;AMF;Nee;AL shift N;NIWG;;NIWG
ALR;9;H9;AMF;Nee;ALR shift 9;ZWO;;ZWO
ALR;8;H8;AMF;Nee;ALR shift 8;ZWO;;ZWO
ALR;7;H7;AMF;Nee;ALR shift 7;ZWO;;ZWO
ALR;6;H6;AMF;Nee;ALR shift 6;ZWO;;ZWO
ALR;5;H5;AMF;Nee;ALR shift 5;ZWO;;ZWO
ALR;4;H4;AMF;Nee;ALR shift 4;ZWO;;ZWO
ALR;3;H3;AMF;Nee;ALR shift 3;ZWO;;ZWO
ALR;2;H2;AMF;Nee;ALR shift 2;ZWO;;ZWO
ALR;1;H1;AMF;Nee;ALR shift 1;ZWO;;ZWO
ALR;N;N;AMF;Nee;ALR shift N;ZWO;;ZWO
AP;9;H9;AMF;Nee;AP shift 9;ZWO;;ZWO
AP;8;H8;AMF;Nee;AP shift 8;ZWO;;ZWO
AP;7;H7;AMF;Nee;AP shift 7;ZWO;;ZWO
AP;6;H6;AMF;Nee;AP shift 6;ZWO;;ZWO
AP;5;H5;AMF;Nee;AP shift 5;ZWO;;ZWO
AP;4;H4;AMF;Nee;AP shift 4;AMF;;AMF
AP;3;H3;AMF;Nee;AP shift 3;AMF;;AMF
AP;2;H2;AMF;Nee;AP shift 2;AMF;;AMF
AP;1;H1;AMF;Nee;AP shift 1;AMF;;AMF
AP;N;N;AMF;Nee;AP shift N;AMF;;AMF
ARD;6;H6;AMF;Nee;ARD shift 6;ZBM;;ZBM
ARD;5;H5;AMF;Nee;ARD shift 5;ZBM;;ZBM
ARD;4;H4;AMF;Nee;ARD shift 4;ZBM;;ZBM
ARD;3;H3;AMF;Nee;ARD shift 3;ZBM;;ZBM
ARD;2;H2;AMF;Nee;ARD shift 2;ZBM;;ZBM
ARD;1;H1;AMF;Nee;ARD shift 1;ZBM;;ZBM
ASD;9;H9;AMF;Nee;ASD shift 9;XASD;;XASD
ASD;8;H8;AMF;Nee;ASD shift 8;XASD;;XASD
ASD;7;H7;AMF;Nee;ASD shift 7;XASD;;XASD
ASD;6;H6;AMF;Nee;ASD shift 6;XASD;;XASD
ASD;5;H5;AMF;Nee;ASD shift 5;XASD;;XASD
ASD;4;H4;AMF;Nee;ASD shift 4;XASD;;XASD
ASD;3;H3;AMF;Nee;ASD shift 3;XASD;;XASD
ASD;2;H2;AMF;Nee;ASD shift 2;XASD;;XASD
ASD;1;H1;AMF;Nee;ASD shift 1;XASD;;XASD
ASD;N;N;AMF;Nee;ASD shift N;XASD;;XASD
ASN;4;H4;AMF;Nee;ASN shift 4;AMF;;AMF
ASN;3;H3;AMF;Nee;ASN shift 3;AMF;;AMF
ASN;2;H2;AMF;Nee;ASN shift 2;AMF;;AMF
ASN;1;H1;AMF;Nee;ASN shift 1;AMF;;AMF
ASN;N;N;AMF;Nee;ASN shift N;AMF;;AMF
BD;8;H8;AMF;Nee;BD shift 8;ZBM;;ZBM
BD;7;H7;AMF;Nee;BD shift 7;ZBM;;ZBM
BD;6;H6;AMF;Nee;BD shift 6;ZBM;;ZBM
BD;5;H5;AMF;Nee;BD shift 5;ZBM;;ZBM
BD;4;H4;AMF;Nee;BD shift 4;HT;;HT
BD;3;H3;AMF;Nee;BD shift 3;HT;;HT
BD;2;H2;AMF;Nee;BD shift 2;HT;;HT
BD;1;H1;AMF;Nee;BD shift 1;HT;;HT
BD;N;N;AMF;Nee;BD shift N;HT;;HT
BORN;9;H9;AMF;Nee;BORN shift 9;ZBM;;ZBM
BORN;8;H8;AMF;Nee;BORN shift 8;ZBM;;ZBM
BORN;7;H7;AMF;Nee;BORN shift 7;ZBM;;ZBM
BORN;6;H6;AMF;Nee;BORN shift 6;ZBM;;ZBM
BORN;5;H5;AMF;Nee;BORN shift 5;ZBM;;ZBM
BORN;4;H4;AMF;Nee;BORN shift 4;HT;;HT
BORN;3;H3;AMF;Nee;BORN shift 3;HT;;HT
BORN;2;H2;AMF;Nee;BORN shift 2;HT;;HT
BORN;1;H1;AMF;Nee;BORN shift 1;HT;;HT
BORN;N;N;AMF;Nee;BORN shift N;HT;;HT
DDT;7;H7;AMF;Nee;DDT shift 7;ZWO;;ZWO
DDT;6;H6;AMF;Nee;DDT shift 6;ZWO;;ZWO
DDT;5;H5;AMF;Nee;DDT shift 5;ZWO;;ZWO
DDT;4;H4;AMF;Nee;DDT shift 4;NIWG;;NIWG
DDT;3;H3;AMF;Nee;DDT shift 3;NIWG;;NIWG
DDT;2;H2;AMF;Nee;DDT shift 2;NIWG;;NIWG
DDT;1;H1;AMF;Nee;DDT shift 1;NIWG;;NIWG
DDT;N;N;AMF;Nee;DDT shift N;NIWG;;NIWG
DTD;5;H5;AMF;Nee;DTD shift 5;ZBM;;ZBM
DTD;4;H4;AMF;Nee;DTD shift 4;ZBM;;ZBM
DTD;3;H3;AMF;Nee;DTD shift 3;ZBM;;ZBM
DTD;2;H2;AMF;Nee;DTD shift 2;ZBM;;ZBM
DTD;1;H1;AMF;Nee;DTD shift 1;ZBM;;ZBM
ELT;10;H10;AMF;Nee;ELT shift 10;ZWO;;ZWO
ELT;9;H9;AMF;Nee;ELT shift 9;ZWO;;ZWO
ELT;8;H8;AMF;Nee;ELT shift 8;ZWO;;ZWO
ELT;7;H7;AMF;Nee;ELT shift 7;ZWO;;ZWO
ELT;6;H6;AMF;Nee;ELT shift 6;ZWO;;ZWO
ELT;5;H5;AMF;Nee;ELT shift 5;ZWO;;ZWO
ELT;4;H4;AMF;Nee;ELT shift 4;ZWO;;ZWO
ELT;3;H3;AMF;Nee;ELT shift 3;ZWO;;ZWO
ELT;2;H2;AMF;Nee;ELT shift 2;ZWO;;ZWO
ELT;1;H1;AMF;Nee;ELT shift 1;ZWO;;ZWO
ELT;N;N;AMF;Nee;ELT shift N;ZWO;;ZWO
GS;9;H9;AMF;Nee;GS shift 9;ZBM;;ZBM
GS;8;H8;AMF;Nee;GS shift 8;ZBM;;ZBM
GS;7;H7;AMF;Nee;GS shift 7;ZBM;;ZBM
GS;6;H6;AMF;Nee;GS shift 6;ZBM;;ZBM
GS;5;H5;AMF;Nee;GS shift 5;ZBM;;ZBM
GS;4;H4;AMF;Nee;GS shift 4;HT;;HT
GS;3;H3;AMF;Nee;GS shift 3;HT;;HT
GS;2;H2;AMF;Nee;GS shift 2;HT;;HT
GS;1;H1;AMF;Nee;GS shift 1;HT;;HT
GS;N;N;AMF;Nee;GS shift N;HT;;HT
HBD;9;H9;AMF;Nee;HBD shift 9;ZWO;;ZWO
HBD;8;H8;AMF;Nee;HBD shift 8;ZWO;;ZWO
HBD;7;H7;AMF;Nee;HBD shift 7;ZWO;;ZWO
HBD;6;H6;AMF;Nee;HBD shift 6;ZWO;;ZWO
HBD;5;H5;AMF;Nee;HBD shift 5;ZWO;;ZWO
HBD;4;H4;AMF;Nee;HBD shift 4;NIWG;;NIWG
HBD;3;H3;AMF;Nee;HBD shift 3;NIWG;;NIWG
HBD;2;H2;AMF;Nee;HBD shift 2;NIWG;;NIWG
HBD;1;H1;AMF;Nee;HBD shift 1;NIWG;;NIWG
HBD;N;N;AMF;Nee;HBD shift N;NIWG;;NIWG
HGL;10;H10;AMF;Nee;HGL shift 10;ZWO;;ZWO
HGL;9;H9;AMF;Nee;HGL shift 9;ZWO;;ZWO
HGL;8;H8;AMF;Nee;HGL shift 8;ZWO;;ZWO
HGL;7;H7;AMF;Nee;HGL shift 7;ZWO;;ZWO
HGL;6;H6;AMF;Nee;HGL shift 6;ZWO;;ZWO
HGL;5;H5;AMF;Nee;HGL shift 5;ZWO;;ZWO
HGL;4;H4;AMF;Nee;HGL shift 4;AMF;;AMF
HGL;3;H3;AMF;Nee;HGL shift 3;AMF;;AMF
HGL;2;H2;AMF;Nee;HGL shift 2;AMF;;AMF
HGL;1;H1;AMF;Nee;HGL shift 1;AMF;;AMF
HGL;N;N;AMF;Nee;HGL shift N;AMF;;AMF
HT;9;H9;AMF;Nee;HT shift 9;ZBM;;ZBM
HT;8;H8;AMF;Nee;HT shift 8;ZBM;;ZBM
HT;7;H7;AMF;Nee;HT shift 7;ZBM;;ZBM
HT;6;H6;AMF;Nee;HT shift 6;ZBM;;ZBM
HT;5;H5;AMF;Nee;HT shift 5;ZBM;;ZBM
HT;4;H4;AMF;Nee;HT shift 4;HT;;HT
HT;3;H3;AMF;Nee;HT shift 3;HT;;HT
HT;2;H2;AMF;Nee;HT shift 2;HT;;HT
HT;1;H1;AMF;Nee;HT shift 1;HT;;HT
HT;N;N;AMF;Nee;HT shift N;HT;;HT
HW;10;H10;AMF;Nee;HW shift 10;XASD;;XASD
HW;9;H9;AMF;Nee;HW shift 9;XASD;;XASD
HW;8;H8;AMF;Nee;HW shift 8;XASD;;XASD
HW;7;H7;AMF;Nee;HW shift 7;XASD;;XASD
HW;6;H6;AMF;Nee;HW shift 6;XASD;;XASD
HW;5;H5;AMF;Nee;HW shift 5;XASD;;XASD
HW;4;H4;AMF;Nee;HW shift 4;XASD;;XASD
HW;3;H3;AMF;Nee;HW shift 3;XASD;;XASD
HW;2;H2;AMF;Nee;HW shift 2;XASD;;XASD
HW;1;H1;AMF;Nee;HW shift 1;XASD;;XASD
HW;N;N;AMF;Nee;HW shift N;XASD;;XASD
KHM;10;H10;AMF;Nee;KHM shift 10;ZWO;;ZWO
KHM;9;H9;AMF;Nee;KHM shift 9;ZWO;;ZWO
KHM;8;H8;AMF;Nee;KHM shift 8;ZWO;;ZWO
KHM;7;H7;AMF;Nee;KHM shift 7;ZWO;;ZWO
KHM;6;H6;AMF;Nee;KHM shift 6;ZWO;;ZWO
KHM;5;H5;AMF;Nee;KHM shift 5;ZWO;;ZWO
KHM;4;H4;AMF;Nee;KHM shift 4;AMF;;AMF
KHM;3;H3;AMF;Nee;KHM shift 3;AMF;;AMF
KHM;2;H2;AMF;Nee;KHM shift 2;AMF;;AMF
KHM;1;H1;AMF;Nee;KHM shift 1;AMF;;AMF
KHM;N;N;AMF;Nee;KHM shift N;AMF;;AMF
LW;9;H9;AMF;Nee;LW shift 9;ZWO;;ZWO
LW;8;H8;AMF;Nee;LW shift 8;ZWO;;ZWO
LW;7;H7;AMF;Nee;LW shift 7;ZWO;;ZWO
LW;6;H6;AMF;Nee;LW shift 6;ZWO;;ZWO
LW;5;H5;AMF;Nee;LW shift 5;ZWO;;ZWO
LW;4;H4;AMF;Nee;LW shift 4;AMF;;AMF
LW;3;H3;AMF;Nee;LW shift 3;AMF;;AMF
LW;2;H2;AMF;Nee;LW shift 2;AMF;;AMF
LW;1;H1;AMF;Nee;LW shift 1;AMF;;AMF
LW;N;N;AMF;Nee;LW shift N;AMF;;AMF
MECH;4;H4;AMF;Nee;MECH shift 4;ZBM;;ZBM
MECH;3;H3;AMF;Nee;MECH shift 3;ZBM;;ZBM
MECH;2;H2;AMF;Nee;MECH shift 2;ZBM;;ZBM
MECH;1;H1;AMF;Nee;MECH shift 1;ZBM;;ZBM
NAM;3;H3;AMF;Nee;NAM shift 3;ZBM;;ZBM
